User ID,Gender,Age,EstimatedSalary,Purchased
15733973,Female,47,113000,1
15596761,Male,36,125000,1
15652400,Female,38,50000,0
15717893,Female,42,40000,0
15622585,Male,39,96000,1
15733964,Female,38,50000,0
15753861,Female,49,141000,1
15747097,Female,39,79000,0
15594762,Female,39,75000,1
15667417,Female,54,50000,1
15684861,Male,35,55000,0
15742204,Male,45,32000,1
15623502,Male,43,60000,0
15774872,Female,52,138000,1
15611191,Female,53,82000,1
15674331,Male,41,52000,0
15619465,Female,43,30000,1
15575247,Female,48,131000,1
15695679,Female,41,60000,0
15713463,Male,41,72000,0
15785170,Female,42,75000,0
15796351,Male,36,118000,1
15639576,Female,47,107000,1
15693264,Male,38,51000,0
15589715,Female,48,119000,1
15769902,Male,42,65000,0
15587177,Male,40,65000,0
15814553,Male,57,50000,1
15601550,Female,36,54000,0
15664907,Male,58,144000,1
15612465,Male,35,79000,0
15810800,Female,38,55000,0
15665760,Male,39,122000,1
15588080,Female,53,104000,1
15776844,Male,35,50000,0
15717560,Female,38,65000,0
15629739,Female,47,51000,1
15729908,Male,47,105000,1
15716781,Female,41,63000,0
15646936,Male,53,50000,1
15768151,Female,54,108000,1
15579212,Male,39,77000,0
15721835,Male,38,61000,0
15800515,Female,38,50000,1
15591279,Male,37,75000,0
15587419,Female,42,90000,1
15750335,Female,37,50000,0
15699619,Male,36,99000,1
15606472,Male,60,34000,1
15778368,Male,54,70000,1
15671387,Female,41,72000,0
15573926,Male,40,71000,1
15709183,Male,42,54000,0
15577514,Male,43,129000,1
15778830,Female,53,34000,1
15768072,Female,43,50000,1
15768293,Female,42,79000,0
15654456,Male,42,104000,1
15807525,Female,59,29000,1
15574372,Female,58,47000,1
15671249,Male,46,88000,1
15779744,Male,38,71000,0
15624755,Female,43,26000,1
15611430,Female,60,46000,1
15774744,Male,60,83000,1
15629885,Female,34,73000,0
15708791,Male,59,130000,1
15793890,Female,44,80000,0
15646091,Female,44,32000,1
15596984,Female,46,74000,0
15800215,Female,44,53000,0
15577806,Male,41,87000,1
15749381,Female,58,23000,1
15683758,Male,42,64000,0
15670615,Male,48,33000,1
15715622,Female,44,139000,1
15707634,Male,49,28000,1
15806901,Female,57,33000,1
15775335,Male,56,60000,1
15724150,Female,44,39000,1
15627220,Male,39,71000,0
15672330,Male,47,34000,1
15668521,Female,48,35000,1
15807837,Male,48,33000,1
15592570,Male,47,23000,1
15748589,Female,32,45000,1
15635893,Male,60,42000,1
15757632,Female,39,50000,0
15691863,Female,46,41000,1
15706071,Male,51,23000,1
15654296,Female,50,20000,1
15755018,Male,36,33000,0
15594041,Female,49,36000,1
25800890,Female,40,142000,1
25697424,Female,46,50000,0
25724536,Female,48,96000,1
25735878,Male,52,150000,1
25707596,Female,59,42000,0
25657163,Male,35,58000,0
25622478,Male,47,43000,0
25779529,Female,60,108000,1
25636023,Male,49,65000,0
25582066,Male,40,78000,0
25666675,Female,46,96000,0
25732987,Male,59,50000,1
25789432,Female,41,80000,0
25663161,Male,35,91000,1
25694879,Male,37,144000,1
25593715,Male,60,102000,1
25575002,Female,32,60000,0
25622171,Male,37,50000,0
25795224,Female,33,126000,1
25685346,Male,56,133000,1
25691808,Female,40,50000,0
25721007,Female,42,80000,1
25794253,Female,35,147000,1
25694453,Male,39,42000,0
25813113,Male,40,50000,1
25614187,Male,33,86000,1
25619407,Female,38,112000,0
25646227,Male,33,79000,1
25660541,Male,40,57000,0
25753874,Female,33,80000,0
25617877,Female,46,82000,0
25772073,Female,53,50000,1
25701537,Male,42,149000,1
25736228,Male,38,59000,0
25780572,Female,50,88000,1
25769596,Female,56,50000,1
25586996,Female,33,72000,0
25722061,Female,51,146000,1
25638003,Female,33,50000,0
25775590,Female,33,122000,1
25730688,Male,33,52000,0
25753102,Female,35,50000,1
25810075,Female,44,39000,0
25723373,Male,37,52000,0
25795298,Female,48,50000,1
25584320,Female,37,146000,1
25724161,Female,33,44000,0
25750056,Female,52,90000,1
25609637,Female,41,72000,0
25794493,Male,40,57000,0
25569641,Female,58,95000,1
25815236,Female,45,131000,1
25811177,Female,35,50000,0
25680587,Male,33,144000,1
25672821,Female,55,125000,1
25767681,Female,32,72000,0
25600379,Male,48,50000,1
25801336,Female,32,108000,1
25721592,Male,40,75000,0
25581282,Male,37,74000,0
25746203,Female,47,144000,1
25583137,Male,40,61000,0
25680752,Female,43,133000,0
25688172,Female,59,76000,1
25791373,Male,32,42000,1
25589449,Male,39,106000,1
25692819,Female,57,26000,1
25727467,Male,57,74000,1
25734312,Male,38,50000,0
25764604,Male,49,88000,1
25613014,Female,52,38000,1
25759684,Female,50,50000,1
25609669,Female,59,88000,1
25685536,Male,35,50000,0
25750447,Male,37,70000,1
25663249,Female,32,21000,1
25638646,Male,48,141000,0
25734161,Female,37,,1
25631070,Female,37,62000,0
25761950,Female,48,138000,1
25649668,Male,41,,0
25713912,Female,37,78000,1
25586757,Male,39,134000,1
25596522,Male,32,89000,1
25625395,Male,55,39000,1
25760570,Male,37,77000,0
25566689,Female,35,57000,0
25725794,Female,36,63000,0
25673539,Male,32,73000,1
25705298,Female,43,,1
25675791,Male,23,79000,0
25747043,Male,46,117000,1
25736397,Female,58,38000,1
25678201,Male,48,74000,1
25720745,Female,37,,1
25637593,Male,37,79000,1
25598070,Female,33,60000,0
25787550,Male,42,,0
25603942,Female,33,134000,0
35733973,Female,47,113000,1
35596761,Male,36,125000,1
35652400,Female,38,50000,0
35717893,Female,42,,0
35622585,Male,39,96000,1
35733964,Female,38,50000,0
35753861,Female,49,141000,1
35747097,Female,39,79000,0
35594762,Female,39,75000,1
35667417,Female,54,104000,1
35684861,Male,35,55000,0
35742204,Male,45,32000,1
35623502,Male,36,60000,0
35774872,Female,52,138000,1
35611191,Female,53,82000,1
35674331,Male,41,52000,0
35619465,Female,48,,1
35575247,Female,48,131000,1
35695679,Female,41,60000,0
35713463,Male,41,72000,0
35785170,Female,42,75000,0
35796351,Male,36,,1
35639576,Female,47,107000,1
35693264,Male,33,51000,0
35589715,Female,33,119000,1
35769902,Male,42,65000,0
35587177,Male,40,65000,0
35814553,Male,57,60000,1
35601550,Female,,54000,0
35664907,Male,58,144000,1
35612465,Male,35,,0
35810800,Female,38,55000,0
35665760,Male,39,122000,1
35588080,Female,53,104000,1
35776844,Male,35,75000,0
35717560,Female,38,65000,0
35629739,Female,47,,1
35729908,Male,,105000,1
35716781,Female,41,63000,0
35646936,Male,53,72000,1
35768151,Female,54,108000,1
35579212,Male,,77000,0
35721835,Male,38,61000,0
35800515,Female,38,113000,1
35591279,Male,37,75000,0
35587419,Female,,90000,1
35750335,Female,37,57000,0
35699619,Male,,99000,1
35606472,Male,60,,1
35778368,Male,54,70000,1
35671387,Female,41,72000,0
35573926,Male,40,71000,1
35709183,Male,42,54000,0
35577514,Male,43,,1
35778830,Female,53,34000,1
35768072,Female,47,50000,1
35768293,Female,,79000,0
35654456,Male,42,104000,1
35807525,Female,59,29000,1
35574372,Female,58,47000,1
45671249,Male,46,88000,1
45779744,Male,,71000,0
45624755,Female,54,26000,1
45611430,Female,60,46000,1
45774744,Male,60,83000,1
45629885,Female,39,73000,0
45708791,Male,59,130000,1
45793890,Female,37,,0
45646091,Female,46,32000,1
45596984,Female,,74000,0
45800215,Female,42,53000,0
45577806,Male,41,87000,1
45749381,Female,58,,1
45683758,Male,42,64000,0
45670615,Male,,33000,1
45715622,Female,44,139000,1
45707634,Male,49,28000,1
45806901,Female,57,33000,1
45775335,Male,56,60000,1
45724150,Female,,39000,1
45627220,Male,39,71000,0
45672330,Male,47,,1
45668521,Female,48,35000,1
45807837,Male,48,33000,1
45592570,Male,47,23000,1
45748589,Female,45,45000,1
45635893,Male,60,,1
45757632,Female,,59000,0
45691863,Female,46,41000,1
45706071,Male,51,23000,1
45654296,Female,,20000,1
45755018,Male,36,33000,0
45594041,Female,49,36000,1
45624510,Male,19,,0
45810944,Male,35,20000,0
45668575,Female,26,43000,0
45603246,Female,27,,0
45804002,Male,19,76000,0
45728773,Male,,58000,0
45598044,Female,27,84000,0
45694829,Female,32,,1
45600575,Male,25,33000,0
55624510,Male,19,19000,0
55810944,Male,35,20000,0
55668575,Female,26,43000,0
55603246,Female,27,57000,0
55804002,Male,19,76000,0
55728773,Male,27,58000,0
55598044,Female,27,84000,0
55694829,Female,32,150000,1
55600575,Male,25,33000,0
55727311,Female,35,65000,0
55570769,Female,26,80000,0
55606274,Female,26,52000,0
55746139,Male,20,86000,0
55704987,Male,32,18000,0
55628972,Male,18,82000,0
55697686,Male,29,80000,0
55733883,Male,47,25000,1
55617482,Male,45,26000,1
55704583,Male,46,28000,1
55621083,Female,48,29000,1
55649487,Male,45,22000,1
55736760,Female,47,49000,1
55714658,Male,48,41000,1
55599081,Female,45,22000,1
55705113,Male,46,23000,1
55631159,Male,47,20000,1
55792818,Male,49,28000,1
55633531,Female,47,30000,1
55744529,Male,29,43000,0
55669656,Male,31,18000,0
55581198,Male,31,74000,0
55729054,Female,27,137000,1
55573452,Female,21,16000,0
55776733,Female,28,44000,0
55724858,Male,27,90000,0
55713144,Male,35,27000,0
55690188,Female,33,28000,0
55689425,Male,30,49000,0
55671766,Female,26,72000,0
55782806,Female,27,31000,0
55764419,Female,27,17000,0
55591915,Female,33,51000,0
55772798,Male,35,108000,0
55792008,Male,30,15000,0
55715541,Female,28,84000,0
55639277,Male,23,20000,0
55798850,Male,25,79000,0
55776348,Female,27,54000,0
55727696,Male,30,135000,1
55793813,Female,31,89000,0
55694395,Female,24,32000,0
55764195,Female,18,44000,0
55744919,Female,29,83000,0
55671655,Female,35,23000,0
55654901,Female,27,58000,0
55649136,Female,24,55000,0
55775562,Female,23,48000,0
55807481,Male,28,79000,0
55642885,Male,22,18000,0
55789109,Female,32,117000,0
55814004,Male,27,20000,0
55673619,Male,25,87000,0
55595135,Female,23,66000,0
55583681,Male,32,120000,1
55605000,Female,59,83000,0
55718071,Male,24,58000,0
55679760,Male,24,19000,0
55654574,Female,23,82000,0
55577178,Female,22,63000,0
55595324,Female,31,68000,0
55756932,Male,25,80000,0
55726358,Female,24,27000,0
55595228,Female,20,23000,0
55782530,Female,33,113000,0
55592877,Male,32,18000,0
55651983,Male,34,112000,1
55746737,Male,18,52000,0
55774179,Female,22,27000,0
55667265,Female,28,87000,0
55655123,Female,26,17000,0
55595917,Male,30,80000,0
55668385,Male,39,42000,0
55709476,Male,20,49000,0
55711218,Male,35,88000,0
55798659,Female,30,62000,0
55663939,Female,31,118000,1
55694946,Male,24,55000,0
55631912,Female,28,85000,0
55768816,Male,26,81000,0
55682268,Male,35,50000,0
55684801,Male,22,81000,0
55636428,Female,30,116000,0
55809823,Male,26,15000,0
55699284,Female,29,28000,0
55786993,Female,29,83000,0
55709441,Female,35,44000,0
55710257,Female,35,25000,0
55582492,Male,28,123000,1
65575694,Male,35,73000,0
65756820,Female,28,37000,0
65766289,Male,27,88000,0
65593014,Male,28,59000,0
65584545,Female,32,86000,0
65675949,Female,33,149000,1
65672091,Female,19,21000,0
65801658,Male,21,72000,0
65706185,Female,26,35000,0
65789863,Male,27,89000,0
65720943,Male,26,86000,0
65697997,Female,38,80000,0
65665416,Female,39,71000,0
65660200,Female,37,71000,0
65619653,Male,38,61000,0
65773447,Male,37,55000,0
65739160,Male,42,80000,0
65689237,Male,40,57000,0
65679297,Male,35,75000,0
65591433,Male,36,52000,0
65642725,Male,40,59000,0
65701962,Male,41,59000,0
65811613,Female,36,75000,0
65741049,Male,37,72000,0
65724423,Female,40,75000,0
65574305,Male,35,53000,0
65678168,Female,41,51000,0
65697020,Female,39,61000,0
65610801,Male,42,65000,0
65745232,Male,26,32000,0
65722758,Male,30,17000,0
65792102,Female,26,84000,0
65675185,Male,31,58000,0
65801247,Male,33,31000,0
65725660,Male,30,87000,0
65638963,Female,21,68000,0
65800061,Female,28,55000,0
65578006,Male,23,63000,0
65668504,Female,20,82000,0
65687491,Male,30,107000,1
65610403,Female,28,59000,0
65741094,Male,19,25000,0
65807909,Male,19,85000,0
65666141,Female,18,68000,0
65617134,Male,35,59000,0
65783029,Male,30,89000,0
65622833,Female,34,25000,0
65746422,Female,24,89000,0
65750839,Female,27,96000,1
65749130,Female,41,30000,0
65779862,Male,29,61000,0
65767871,Male,20,74000,0
65679651,Female,26,15000,0
65576219,Male,41,45000,0
65699247,Male,31,76000,0
65619087,Female,36,50000,0
65605327,Male,40,47000,0
65610140,Female,31,15000,0
65791174,Male,46,59000,0
65602373,Male,29,75000,0
65762605,Male,26,30000,0
65598840,Female,32,135000,1
65744279,Male,32,100000,1
65670619,Male,25,90000,0
65599533,Female,37,33000,0
65757837,Male,35,38000,0
65697574,Female,33,69000,0
65578738,Female,18,86000,0
65762228,Female,22,55000,0
65614827,Female,35,71000,0
65789815,Male,29,148000,1
65579781,Female,29,47000,0
65587013,Male,21,88000,0
65570932,Male,34,115000,0
65794661,Female,26,118000,0
65581654,Female,34,43000,0
65644296,Female,34,72000,0
65614420,Female,23,28000,0
65609653,Female,35,47000,0
65594577,Male,25,22000,0
65584114,Male,24,23000,0
65673367,Female,31,34000,0
65685576,Male,26,16000,0
65774727,Female,31,71000,0
65694288,Female,32,117000,1
65603319,Male,33,43000,0
65759066,Female,33,60000,0
65814816,Male,31,66000,0
65724402,Female,20,82000,0
65571059,Female,33,41000,0
65674206,Male,35,72000,0
65715160,Male,28,32000,0
65730448,Male,24,84000,0
65662067,Female,19,26000,0
65779581,Male,29,43000,0
65662901,Male,19,70000,0
65689751,Male,28,89000,0
65667742,Male,34,43000,0
65738448,Female,30,79000,0
65680243,Female,20,36000,0
75745083,Male,26,80000,0
75708228,Male,35,22000,0
75628523,Male,35,39000,0
75708196,Male,49,74000,0
75735549,Female,39,134000,1
75809347,Female,41,71000,0
75660866,Female,58,101000,1
75766609,Female,47,47000,0
75654230,Female,55,130000,1
75794566,Female,52,114000,0
75800890,Female,40,142000,1
75697424,Female,46,22000,0
75724536,Female,48,96000,1
75735878,Male,52,150000,1
75707596,Female,59,42000,0
75657163,Male,35,58000,0
75622478,Male,47,43000,0
75779529,Female,60,108000,1
75636023,Male,49,65000,0
75582066,Male,40,78000,0
75666675,Female,46,96000,0
75732987,Male,59,143000,1
75789432,Female,41,80000,0
75663161,Male,35,91000,1
75694879,Male,37,144000,1
75593715,Male,60,102000,1
75575002,Female,35,60000,0
75622171,Male,37,53000,0
75795224,Female,36,126000,1
75685346,Male,56,133000,1
75691808,Female,40,72000,0
75721007,Female,42,80000,1
75794253,Female,35,147000,1
75694453,Male,39,42000,0
75813113,Male,40,107000,1
75614187,Male,49,86000,1
75619407,Female,38,112000,0
75646227,Male,46,79000,1
75660541,Male,40,57000,0
75753874,Female,37,80000,0
75617877,Female,46,82000,0
75772073,Female,53,143000,1
75701537,Male,42,149000,1
75736228,Male,38,59000,0
75780572,Female,50,88000,1
75769596,Female,56,104000,1
75586996,Female,41,72000,0
75722061,Female,51,146000,1
75638003,Female,35,50000,0
75775590,Female,57,122000,1
75730688,Male,41,52000,0
75753102,Female,35,97000,1
75810075,Female,44,39000,0
75723373,Male,37,52000,0
75795298,Female,48,134000,1
75584320,Female,37,146000,1
75724161,Female,50,44000,0
75750056,Female,52,90000,1
75609637,Female,41,72000,0
75794493,Male,40,57000,0
75569641,Female,58,95000,1
75815236,Female,45,131000,1
75811177,Female,35,77000,0
75680587,Male,36,144000,1
75672821,Female,55,125000,1
75767681,Female,35,72000,0
75600379,Male,48,90000,1
75801336,Female,42,108000,1
75721592,Male,40,75000,0
75581282,Male,37,74000,0
75746203,Female,47,144000,1
75583137,Male,40,61000,0
75680752,Female,43,133000,0
75688172,Female,59,76000,1
75791373,Male,60,42000,1
75589449,Male,39,106000,1
75692819,Female,57,26000,1
75727467,Male,57,74000,1
75734312,Male,38,71000,0
75764604,Male,49,88000,1
75613014,Female,52,38000,1
75759684,Female,50,36000,1
75609669,Female,59,88000,1
75685536,Male,35,61000,0
75750447,Male,37,70000,1
75663249,Female,52,21000,1
75638646,Male,48,141000,0
75734161,Female,37,93000,1
75631070,Female,37,62000,0
75761950,Female,48,138000,1
75649668,Male,41,79000,0
75713912,Female,37,78000,1
75586757,Male,39,134000,1
75596522,Male,49,89000,1
75625395,Male,55,39000,1
75760570,Male,37,77000,0
75566689,Female,35,57000,0
75725794,Female,36,63000,0
75673539,Male,42,73000,1
75705298,Female,43,112000,1
85675791,Male,45,79000,0
85747043,Male,46,117000,1
85736397,Female,58,38000,1
85678201,Male,48,74000,1
85720745,Female,37,137000,1
85637593,Male,37,79000,1
85598070,Female,40,60000,0
85787550,Male,42,54000,0
85603942,Female,51,134000,0
85733973,Female,47,113000,1
85596761,Male,36,125000,1
85652400,Female,38,50000,0
85717893,Female,42,70000,0
85622585,Male,39,96000,1
85733964,Female,38,50000,0
85753861,Female,49,141000,1
85747097,Female,39,79000,0
85594762,Female,39,75000,1
85667417,Female,54,104000,1
85684861,Male,35,55000,0
85742204,Male,45,32000,1
85623502,Male,36,60000,0
85774872,Female,52,138000,1
85611191,Female,53,82000,1
85674331,Male,41,52000,0
85619465,Female,48,30000,1
85575247,Female,48,131000,1
85695679,Female,41,60000,0
85713463,Male,41,72000,0
85785170,Female,42,75000,0
85796351,Male,36,118000,1
85639576,Female,47,107000,1
85693264,Male,38,51000,0
85589715,Female,48,119000,1
85769902,Male,42,65000,0
85587177,Male,40,65000,0
85814553,Male,57,60000,1
85601550,Female,36,54000,0
85664907,Male,58,144000,1
85612465,Male,35,79000,0
85810800,Female,38,55000,0
85665760,Male,39,122000,1
85588080,Female,53,104000,1
85776844,Male,35,75000,0
85717560,Female,38,65000,0
85629739,Female,47,51000,1
85729908,Male,47,105000,1
85716781,Female,41,63000,0
85646936,Male,53,72000,1
85768151,Female,54,108000,1
85579212,Male,39,77000,0
85721835,Male,38,61000,0
85800515,Female,38,113000,1
85591279,Male,37,75000,0
85587419,Female,42,90000,1
85750335,Female,37,57000,0
85699619,Male,36,99000,1
85606472,Male,60,34000,1
85778368,Male,54,70000,1
85671387,Female,41,72000,0
85573926,Male,40,71000,1
85709183,Male,42,54000,0
85577514,Male,43,129000,1
85778830,Female,53,34000,1
85768072,Female,47,50000,1
85768293,Female,42,79000,0
85654456,Male,42,104000,1
85807525,Female,59,29000,1
85574372,Female,58,47000,1
85671249,Male,46,88000,1
85779744,Male,38,71000,0
85624755,Female,54,26000,1
85611430,Female,60,46000,1
85774744,Male,60,83000,1
85629885,Female,39,73000,0
85708791,Male,59,130000,1
85793890,Female,37,80000,0
85646091,Female,46,32000,1
85596984,Female,46,74000,0
85800215,Female,42,53000,0
85577806,Male,41,87000,1
85749381,Female,58,23000,1
85683758,Male,42,64000,0
85670615,Male,48,33000,1
85715622,Female,44,139000,1
85707634,Male,49,28000,1
85806901,Female,57,33000,1
85775335,Male,56,60000,1
85724150,Female,49,39000,1
85627220,Male,39,71000,0
85672330,Male,47,34000,1
85668521,Female,48,35000,1
85807837,Male,48,33000,1
85592570,Male,47,23000,1
85748589,Female,45,45000,1
85635893,Male,60,42000,1
85757632,Female,39,59000,0
85691863,Female,46,41000,1
85706071,Male,51,23000,1
85654296,Female,50,20000,1
85755018,Male,36,33000,0
